"Швейные машины";Chayka;"Чайка 740";;1242998001;387,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";Вьетнам;"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;0,00;2;0,00;120;нет;нет;
"Швейные машины";Elna;1241OK;1241OK;1247063001;295,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Elna International Corp. SA. Rue Veyrot 14, 1217 Meyrin, Geneve, Switzerland.";"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;0,00;2;0,00;120;нет;нет;
"Швейные машины";Elna;HM1606;HM1606;1247079001;344,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Elna International Corp. SA. Rue Veyrot 14, 1217 Meyrin, Geneve, Switzerland.";"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;0,00;2;0,00;120;нет;нет;
"Швейные машины";Elna;PE1022;PE1022;1247086001;320,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Elna International Corp. SA. Rue Veyrot 14, 1217 Meyrin, Geneve, Switzerland.";"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;0,00;2;0,00;120;нет;нет;
"Швейные машины";Elna;TN1008;TN1008;1247102001;238,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Elna International Corp. SA. Rue Veyrot 14, 1217 Meyrin, Geneve, Switzerland.";"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;6,00;2;8,00;120;нет;нет;
"Швейные машины";Elna;TS456;TS456;1247134001;270,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Elna International Corp. SA. Rue Veyrot 14, 1217 Meyrin, Geneve, Switzerland.";"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;0,00;2;0,00;120;нет;нет;
"Оверлоки и распошивальные машины";Janome;T-99D;;1261910001;650,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Janome Sewing Machine Co., Ltd., 1463 Hazama-machi, Hachioji-city, Tokyo 193-0941, Japan";"ООО Астероид-Инвест";"г.Минск ул.Алибегова д.24";12;1;0,00;2;0,00;120;нет;да;
"Швейные машины";"New Home";1704;;1290087305;0,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"New Home Co.Taiwan Janome Sewing Machine Co L.t.d. 101, Juifung Road, Wufung, Taichung, Taiwan";"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;0,00;1;0,00;84;нет;нет;
"Швейные машины";Juki;HZL-DX5;;1308558001;0,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Juki Corporation, 2-11-1, Tsurumaki, Tama-shi, Tokyo 206-8551, Japan";"ООО ""Сьютрейд"", Минск, ул. Скрипникова, 12, пом. 90";"г.Минск ул.Алибегова д.24";12;1;0,00;2;0,00;120;нет;да;
"Швейные машины";Juki;HZL-DX7;;1308583001;0,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Juki Corporation, 2-11-1, Tsurumaki, Tama-shi, Tokyo 206-8551, Japan";"ООО ""Сьютрейд"", Минск, ул. Скрипникова, 12, пом. 90";"г.Минск ул.Алибегова д.24";12;1;0,00;2;0,00;120;нет;да;
